,first_name,middle_name,last_name,trainer,course_start_date,course_name,course_number,Analytic_W1,Independent_W1,Determined_W1,Professional_W1,Studious_W1,Imaginative_W1,Analytic_W2,Independent_W2,Determined_W2,Professional_W2,Studious_W2,Imaginative_W2,Analytic_W3,Independent_W3,Determined_W3,Professional_W3,Studious_W3,Imaginative_W3,Analytic_W4,Independent_W4,Determined_W4,Professional_W4,Studious_W4,Imaginative_W4,Analytic_W5,Independent_W5,Determined_W5,Professional_W5,Studious_W5,Imaginative_W5,Analytic_W6,Independent_W6,Determined_W6,Professional_W6,Studious_W6,Imaginative_W6,Analytic_W7,Independent_W7,Determined_W7,Professional_W7,Studious_W7,Imaginative_W7,Analytic_W8,Independent_W8,Determined_W8,Professional_W8,Studious_W8,Imaginative_W8,Analytic_W9,Independent_W9,Determined_W9,Professional_W9,Studious_W9,Imaginative_W9,Analytic_W10,Independent_W10,Determined_W10,Professional_W10,Studious_W10,Imaginative_W10,candidate_name
3,Konstanze,,Trynor,Elly Kelly,2019-12-30,Business,30,2,2,1,1,3,4,8.0,1.0,1.0,2.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,6.0,5.0,6.0,6.0,4.0,5.0,4.0,8.0,6.0,8.0,3.0,4.0,6.0,5.0,8.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,6.0,7.0,7.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Konstanze Trynor
4,Robinett,,Mcphate,Elly Kelly,2019-12-30,Business,30,1,6,1,5,1,2,2.0,4.0,2.0,2.0,3.0,4.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,3.0,7.0,7.0,8.0,8.0,7.0,5.0,6.0,3.0,4.0,7.0,8.0,8.0,4.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,4.0,7.0,8.0,8.0,8.0,8.0,5.0,5.0,Robinett Mcphate
5,Ronda,,Aggis,Elly Kelly,2019-12-30,Business,30,1,5,2,4,3,6,6.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,8.0,1.0,6.0,4.0,5.0,8.0,3.0,8.0,5.0,8.0,5.0,2.0,5.0,5.0,7.0,6.0,2.0,8.0,6.0,8.0,8.0,6.0,8.0,5.0,8.0,7.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Ronda Aggis
6,Caril,,Bayly,Elly Kelly,2019-12-30,Business,30,3,3,1,2,1,3,1.0,1.0,3.0,1.0,5.0,1.0,1.0,2.0,3.0,4.0,3.0,5.0,7.0,7.0,8.0,7.0,5.0,5.0,3.0,5.0,6.0,6.0,6.0,2.0,5.0,3.0,4.0,5.0,4.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,6.0,7.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Caril Bayly
7,Mari,,Lotterington,Elly Kelly,2019-12-30,Business,30,4,1,2,5,3,2,4.0,1.0,5.0,6.0,2.0,2.0,1.0,2.0,5.0,5.0,2.0,2.0,7.0,7.0,6.0,4.0,5.0,6.0,6.0,8.0,4.0,7.0,7.0,7.0,8.0,5.0,8.0,3.0,6.0,4.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,5.0,8.0,8.0,7.0,8.0,6.0,8.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Mari Lotterington
8,Jacquelynn,,Savin,Elly Kelly,2019-12-30,Business,30,1,2,5,5,1,2,3.0,3.0,3.0,3.0,7.0,6.0,5.0,2.0,2.0,6.0,2.0,5.0,8.0,5.0,5.0,3.0,8.0,8.0,5.0,7.0,4.0,4.0,8.0,6.0,7.0,8.0,8.0,5.0,6.0,4.0,8.0,8.0,8.0,8.0,6.0,4.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Jacquelynn Savin
9,Ives,,Weddell,Elly Kelly,2019-12-30,Business,30,4,2,2,2,1,4,3.0,3.0,1.0,2.0,5.0,2.0,3.0,2.0,5.0,1.0,3.0,1.0,8.0,8.0,8.0,4.0,7.0,7.0,4.0,7.0,6.0,4.0,3.0,8.0,6.0,7.0,4.0,1.0,6.0,3.0,5.0,8.0,5.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,5.0,4.0,6.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,Ives Weddell
10,Gerda,,Yuille,Elly Kelly,2019-12-30,Business,30,3,4,2,2,3,4,5.0,5.0,5.0,5.0,2.0,3.0,6.0,2.0,1.0,6.0,4.0,5.0,6.0,6.0,8.0,5.0,3.0,2.0,6.0,3.0,8.0,7.0,4.0,7.0,7.0,8.0,4.0,3.0,8.0,5.0,6.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,4.0,8.0,6.0,8.0,7.0,5.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,Gerda Yuille
0,Pyotr,,De Zuani,Trixie Orange,2019-02-18,Data,28,1,3,4,2,2,2,3.0,1.0,3.0,6.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyotr De Zuani
1,Vince,,Scott,Trixie Orange,2019-02-18,Data,28,1,1,4,3,3,4,3.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,5.0,2.0,3.0,3.0,8.0,5.0,7.0,6.0,5.0,4.0,3.0,8.0,7.0,8.0,7.0,8.0,5.0,8.0,7.0,1.0,6.0,4.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,Vince Scott
2,Kellie,,Althorp,Trixie Orange,2019-02-18,Data,28,3,4,1,1,5,2,2.0,3.0,2.0,6.0,3.0,4.0,1.0,2.0,1.0,4.0,1.0,7.0,5.0,1.0,4.0,2.0,4.0,8.0,6.0,8.0,5.0,5.0,7.0,7.0,8.0,5.0,7.0,6.0,4.0,4.0,8.0,6.0,6.0,8.0,5.0,8.0,3.0,7.0,8.0,8.0,8.0,6.0,,,,,,,,,,,,,Kellie Althorp
3,Aida,,Bothams,Trixie Orange,2019-02-18,Data,28,4,2,2,3,3,1,7.0,6.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,4.0,1.0,3.0,7.0,8.0,8.0,4.0,7.0,2.0,6.0,4.0,7.0,1.0,3.0,4.0,4.0,4.0,3.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,Aida Bothams
4,Nettie,,Civitillo,Trixie Orange,2019-02-18,Data,28,5,4,3,1,1,6,2.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,5.0,8.0,5.0,2.0,8.0,5.0,4.0,5.0,8.0,6.0,7.0,5.0,4.0,3.0,2.0,5.0,8.0,8.0,8.0,8.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,7.0,3.0,7.0,,,,,,,,,,,,,Nettie Civitillo
5,Bernadette,,Gerardi,Trixie Orange,2019-02-18,Data,28,6,1,3,2,2,3,2.0,5.0,4.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,5.0,2.0,5.0,8.0,8.0,5.0,5.0,7.0,8.0,8.0,7.0,8.0,3.0,8.0,1.0,8.0,5.0,8.0,8.0,2.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,Bernadette Gerardi
6,Teddy,,Ham,Trixie Orange,2019-02-18,Data,28,4,4,2,1,4,1,4.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,8.0,5.0,2.0,5.0,3.0,3.0,7.0,5.0,6.0,4.0,8.0,1.0,8.0,4.0,6.0,6.0,2.0,6.0,7.0,8.0,7.0,8.0,8.0,7.0,5.0,8.0,7.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,Teddy Ham
7,Ivory,,Linnemann,Trixie Orange,2019-02-18,Data,28,2,1,3,1,3,4,1.0,3.0,1.0,4.0,2.0,1.0,4.0,1.0,2.0,4.0,4.0,6.0,4.0,8.0,1.0,7.0,6.0,7.0,4.0,7.0,7.0,6.0,4.0,8.0,8.0,8.0,2.0,3.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,,,,,,,,,,,,,Ivory Linnemann
8,Onida,,Tregear,Trixie Orange,2019-02-18,Data,28,6,3,1,5,2,2,5.0,2.0,5.0,1.0,6.0,4.0,3.0,2.0,1.0,2.0,5.0,4.0,8.0,3.0,8.0,7.0,8.0,3.0,8.0,8.0,4.0,8.0,3.0,8.0,8.0,2.0,3.0,3.0,6.0,8.0,8.0,2.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,Onida Tregear
9,Jacki,,Pinkstone,Trixie Orange,2019-02-18,Data,28,2,1,2,2,4,2,4.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,6.0,8.0,5.0,3.0,3.0,1.0,5.0,5.0,7.0,5.0,5.0,6.0,3.0,4.0,8.0,4.0,6.0,8.0,8.0,8.0,5.0,8.0,7.0,8.0,8.0,8.0,8.0,5.0,,,,,,,,,,,,,Jacki Pinkstone
10,Kaleb,,Cappel,Trixie Orange,2019-02-18,Data,28,4,5,5,4,1,3,4.0,3.0,1.0,2.0,3.0,2.0,5.0,3.0,1.0,4.0,1.0,3.0,8.0,1.0,7.0,8.0,4.0,8.0,5.0,5.0,7.0,6.0,8.0,4.0,2.0,4.0,4.0,5.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,5.0,6.0,8.0,,,,,,,,,,,,,Kaleb Cappel
0,Gussy,,Mathias,John Sandbox,2019-03-04,Data,29,6,3,2,4,5,6,6.0,2.0,7.0,6.0,1.0,2.0,3.0,5.0,3.0,1.0,3.0,2.0,6.0,6.0,5.0,1.0,5.0,3.0,7.0,7.0,8.0,3.0,3.0,8.0,6.0,8.0,2.0,8.0,3.0,2.0,6.0,8.0,5.0,8.0,8.0,8.0,4.0,8.0,5.0,8.0,6.0,8.0,8.0,8.0,8.0,5.0,8.0,4.0,8.0,8.0,8.0,8.0,6.0,8.0,Gussy Mathias
1,Shawn,,Bowmer,John Sandbox,2019-03-04,Data,29,8,2,2,1,3,5,1.0,2.0,2.0,1.0,8.0,3.0,1.0,5.0,2.0,2.0,1.0,1.0,4.0,7.0,6.0,4.0,6.0,8.0,8.0,8.0,4.0,7.0,6.0,4.0,7.0,8.0,4.0,5.0,4.0,5.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,Shawn Bowmer
2,Arda,,Disbrow,John Sandbox,2019-03-04,Data,29,2,2,4,2,2,4,5.0,3.0,5.0,2.0,1.0,1.0,7.0,6.0,1.0,3.0,4.0,2.0,6.0,7.0,7.0,4.0,5.0,6.0,8.0,4.0,4.0,4.0,8.0,6.0,8.0,7.0,8.0,5.0,7.0,8.0,5.0,6.0,8.0,8.0,5.0,8.0,7.0,8.0,8.0,8.0,5.0,8.0,6.0,8.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Arda Disbrow
3,El,,Durante,John Sandbox,2019-03-04,Data,29,2,2,5,4,3,1,3.0,5.0,3.0,2.0,3.0,1.0,3.0,4.0,2.0,1.0,2.0,4.0,8.0,8.0,8.0,6.0,4.0,8.0,8.0,2.0,6.0,2.0,6.0,3.0,7.0,7.0,2.0,8.0,3.0,8.0,8.0,8.0,4.0,8.0,8.0,3.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,El Durante
4,Dionysus,,Garter,John Sandbox,2019-03-04,Data,29,3,2,1,3,4,5,4.0,1.0,3.0,2.0,6.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,7.0,7.0,6.0,8.0,4.0,8.0,6.0,7.0,2.0,8.0,4.0,4.0,7.0,2.0,5.0,4.0,2.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,5.0,6.0,6.0,8.0,6.0,7.0,6.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Dionysus Garter
5,Connor,,Gegg,John Sandbox,2019-03-04,Data,29,1,1,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connor Gegg
6,Barrie,,Schruurs,John Sandbox,2019-03-04,Data,29,1,5,2,1,2,2,3.0,1.0,5.0,7.0,3.0,5.0,2.0,3.0,3.0,5.0,2.0,4.0,8.0,6.0,5.0,8.0,4.0,5.0,5.0,8.0,3.0,5.0,8.0,4.0,3.0,7.0,6.0,8.0,6.0,7.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,7.0,6.0,5.0,8.0,7.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Barrie Schruurs
7,Fletcher,,Ayllett,John Sandbox,2019-03-04,Data,29,1,3,2,4,2,2,3.0,3.0,2.0,4.0,4.0,4.0,1.0,1.0,4.0,3.0,4.0,1.0,7.0,6.0,6.0,8.0,7.0,6.0,4.0,8.0,8.0,8.0,4.0,4.0,8.0,8.0,7.0,6.0,8.0,6.0,2.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,5.0,8.0,8.0,6.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Fletcher Ayllett
8,Slade,,Cannavan,John Sandbox,2019-03-04,Data,29,5,4,2,6,3,4,5.0,3.0,4.0,6.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,5.0,7.0,8.0,7.0,8.0,8.0,3.0,6.0,6.0,8.0,5.0,7.0,7.0,8.0,8.0,6.0,2.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,7.0,8.0,8.0,4.0,6.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,Slade Cannavan
9,Bert,,Spall,John Sandbox,2019-03-04,Data,29,3,3,6,3,7,1,3.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,6.0,8.0,8.0,6.0,6.0,3.0,8.0,8.0,5.0,8.0,3.0,6.0,6.0,3.0,5.0,5.0,7.0,3.0,8.0,7.0,6.0,7.0,6.0,8.0,7.0,4.0,8.0,6.0,8.0,7.0,5.0,4.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Bert Spall
0,Denyse,,Worley,Edward Reinhart,2019-04-08,Data,30,4,3,2,1,6,1,3.0,1.0,5.0,5.0,1.0,4.0,5.0,2.0,5.0,4.0,1.0,5.0,3.0,8.0,5.0,3.0,6.0,3.0,3.0,8.0,5.0,5.0,6.0,3.0,4.0,8.0,3.0,5.0,6.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,,,,,,,,,,,,,Denyse Worley
1,Jard,,Antonowicz,Edward Reinhart,2019-04-08,Data,30,1,5,5,3,2,3,2.0,3.0,4.0,2.0,1.0,3.0,1.0,3.0,4.0,2.0,2.0,5.0,8.0,5.0,7.0,1.0,4.0,5.0,6.0,6.0,8.0,8.0,5.0,7.0,4.0,3.0,4.0,7.0,5.0,8.0,8.0,8.0,7.0,7.0,6.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,Jard Antonowicz
2,Burtie,,Clubley,Edward Reinhart,2019-04-08,Data,30,7,1,5,1,3,4,2.0,4.0,2.0,4.0,1.0,3.0,2.0,2.0,5.0,2.0,5.0,3.0,6.0,8.0,3.0,5.0,8.0,2.0,8.0,8.0,8.0,7.0,3.0,8.0,4.0,5.0,3.0,4.0,8.0,4.0,8.0,8.0,8.0,8.0,6.0,5.0,8.0,7.0,5.0,8.0,7.0,8.0,,,,,,,,,,,,,Burtie Clubley
3,Idaline,,Gadeaux,Edward Reinhart,2019-04-08,Data,30,2,3,4,1,4,4,6.0,5.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,3.0,3.0,1.0,3.0,3.0,6.0,8.0,8.0,3.0,6.0,4.0,8.0,6.0,4.0,6.0,6.0,4.0,7.0,4.0,4.0,1.0,5.0,8.0,6.0,5.0,6.0,4.0,8.0,7.0,8.0,8.0,8.0,7.0,,,,,,,,,,,,,Idaline Gadeaux
4,Gaspard,,Dunn,Edward Reinhart,2019-04-08,Data,30,1,1,3,4,3,4,1.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,6.0,8.0,3.0,7.0,7.0,5.0,8.0,5.0,2.0,8.0,8.0,7.0,8.0,4.0,8.0,7.0,4.0,5.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,7.0,,,,,,,,,,,,,Gaspard Dunn
5,Reg,,Mcreynold,Edward Reinhart,2019-04-08,Data,30,1,3,2,1,2,3,4.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,6.0,3.0,4.0,1.0,8.0,3.0,7.0,6.0,8.0,1.0,7.0,4.0,8.0,6.0,4.0,5.0,7.0,5.0,6.0,2.0,8.0,3.0,3.0,6.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,Reg Mcreynold
6,Penni,,Grioli,Edward Reinhart,2019-04-08,Data,30,3,3,2,5,4,4,3.0,1.0,2.0,4.0,1.0,1.0,2.0,4.0,3.0,2.0,3.0,4.0,1.0,2.0,7.0,6.0,7.0,5.0,8.0,4.0,6.0,7.0,8.0,6.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,7.0,8.0,4.0,,,,,,,,,,,,,Penni Grioli
7,Kial,,Gowdy,Edward Reinhart,2019-04-08,Data,30,3,2,3,3,1,2,1.0,2.0,4.0,5.0,3.0,5.0,3.0,4.0,7.0,2.0,7.0,1.0,8.0,8.0,6.0,2.0,1.0,4.0,2.0,2.0,7.0,1.0,1.0,8.0,6.0,3.0,8.0,3.0,4.0,6.0,8.0,6.0,8.0,5.0,8.0,8.0,6.0,8.0,6.0,8.0,8.0,8.0,,,,,,,,,,,,,Kial Gowdy
8,Haskell,,Mcdonnell,Edward Reinhart,2019-04-08,Data,30,5,1,1,4,4,1,2.0,4.0,1.0,3.0,6.0,1.0,1.0,5.0,4.0,1.0,2.0,3.0,8.0,3.0,5.0,6.0,8.0,7.0,5.0,2.0,5.0,8.0,4.0,3.0,3.0,7.0,1.0,6.0,4.0,7.0,8.0,7.0,8.0,8.0,5.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,Haskell Mcdonnell
9,Jeffy,,Dudding,Edward Reinhart,2019-04-08,Data,30,2,3,4,2,2,3,5.0,2.0,5.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,5.0,5.0,4.0,8.0,8.0,7.0,6.0,5.0,8.0,5.0,7.0,8.0,7.0,6.0,8.0,5.0,3.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,6.0,6.0,7.0,,,,,,,,,,,,,Jeffy Dudding
10,Damaris,,Vallance,Edward Reinhart,2019-04-08,Data,30,4,5,3,2,3,2,3.0,2.0,5.0,4.0,1.0,1.0,6.0,3.0,2.0,3.0,1.0,4.0,8.0,5.0,8.0,8.0,4.0,8.0,8.0,3.0,1.0,3.0,8.0,5.0,4.0,4.0,8.0,4.0,5.0,4.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,Damaris Vallance
11,Stacee,,Kidson,Edward Reinhart,2019-04-08,Data,30,2,3,2,3,1,3,5.0,5.0,1.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,1.0,6.0,4.0,7.0,2.0,6.0,5.0,6.0,6.0,6.0,4.0,7.0,5.0,8.0,7.0,2.0,5.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,6.0,8.0,,,,,,,,,,,,,Stacee Kidson
12,Anica,,Vallis,Edward Reinhart,2019-04-08,Data,30,1,5,4,2,7,4,5.0,4.0,2.0,4.0,3.0,6.0,4.0,4.0,5.0,3.0,2.0,8.0,6.0,8.0,8.0,6.0,6.0,3.0,3.0,6.0,8.0,8.0,4.0,7.0,8.0,7.0,5.0,5.0,8.0,5.0,7.0,8.0,8.0,6.0,8.0,6.0,8.0,4.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,Anica Vallis
0,Emmey,,Wadforth,Lucy Foster,2019-05-20,Data,31,4,1,7,3,2,1,1.0,1.0,3.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,8.0,5.0,4.0,3.0,8.0,5.0,2.0,4.0,8.0,6.0,7.0,3.0,3.0,2.0,4.0,1.0,4.0,4.0,8.0,8.0,7.0,8.0,8.0,4.0,5.0,7.0,5.0,5.0,8.0,8.0,5.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,Emmey Wadforth
1,Sayer,,Weedon,Lucy Foster,2019-05-20,Data,31,1,5,7,1,3,2,6.0,1.0,5.0,3.0,1.0,3.0,4.0,5.0,4.0,2.0,3.0,1.0,7.0,2.0,8.0,8.0,7.0,5.0,4.0,8.0,4.0,8.0,8.0,8.0,3.0,5.0,2.0,4.0,6.0,2.0,3.0,7.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Sayer Weedon
2,Norbie,,Iacobucci,Lucy Foster,2019-05-20,Data,31,2,2,1,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Norbie Iacobucci
3,Lynnell,,Samber,Lucy Foster,2019-05-20,Data,31,4,5,1,4,5,2,1.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,6.0,8.0,2.0,5.0,7.0,6.0,5.0,6.0,5.0,8.0,7.0,5.0,6.0,8.0,5.0,2.0,8.0,3.0,8.0,5.0,3.0,6.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,6.0,8.0,8.0,6.0,8.0,8.0,Lynnell Samber
4,Hogan,,Bushnell,Lucy Foster,2019-05-20,Data,31,1,3,3,2,5,4,4.0,2.0,5.0,4.0,2.0,3.0,1.0,3.0,3.0,8.0,8.0,3.0,6.0,2.0,5.0,4.0,4.0,7.0,8.0,5.0,4.0,7.0,8.0,8.0,5.0,7.0,5.0,5.0,5.0,3.0,7.0,8.0,3.0,4.0,7.0,8.0,8.0,7.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,Hogan Bushnell
5,Scott,,Duny,Lucy Foster,2019-05-20,Data,31,1,7,5,1,1,3,3.0,2.0,2.0,3.0,4.0,1.0,2.0,5.0,1.0,2.0,1.0,3.0,7.0,7.0,7.0,6.0,5.0,4.0,7.0,7.0,6.0,7.0,6.0,8.0,5.0,2.0,7.0,7.0,3.0,5.0,8.0,5.0,5.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Scott Duny
6,Viv,,Newby,Lucy Foster,2019-05-20,Data,31,3,3,1,3,2,5,5.0,1.0,1.0,4.0,4.0,1.0,4.0,7.0,1.0,2.0,3.0,4.0,5.0,3.0,7.0,8.0,7.0,8.0,6.0,8.0,7.0,5.0,4.0,7.0,5.0,8.0,8.0,3.0,3.0,2.0,8.0,6.0,3.0,8.0,8.0,8.0,8.0,6.0,7.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,Viv Newby
7,Louise,,Dowse,Lucy Foster,2019-05-20,Data,31,3,1,7,1,1,4,3.0,5.0,6.0,2.0,6.0,4.0,2.0,2.0,6.0,3.0,4.0,2.0,7.0,5.0,7.0,4.0,6.0,8.0,8.0,2.0,4.0,8.0,4.0,5.0,6.0,3.0,8.0,6.0,4.0,6.0,8.0,8.0,8.0,5.0,8.0,8.0,6.0,8.0,8.0,7.0,8.0,8.0,8.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Louise Dowse
8,Haroun,,Mccrohon,Lucy Foster,2019-05-20,Data,31,2,5,3,6,5,4,3.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,6.0,1.0,4.0,4.0,2.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,3.0,8.0,7.0,8.0,7.0,7.0,7.0,3.0,7.0,8.0,8.0,8.0,5.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Haroun Mccrohon
9,Devan,,Claricoats,Lucy Foster,2019-05-20,Data,31,3,2,2,4,4,4,2.0,2.0,2.0,1.0,5.0,3.0,2.0,3.0,5.0,1.0,1.0,2.0,5.0,8.0,5.0,8.0,5.0,6.0,5.0,7.0,3.0,6.0,6.0,5.0,5.0,4.0,8.0,7.0,8.0,1.0,8.0,8.0,8.0,8.0,7.0,8.0,6.0,8.0,8.0,8.0,8.0,4.0,7.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,7.0,8.0,Devan Claricoats
10,Matthaeus,,Audas,Lucy Foster,2019-05-20,Data,31,5,4,3,3,3,2,1.0,1.0,1.0,4.0,2.0,4.0,2.0,6.0,5.0,1.0,4.0,5.0,8.0,5.0,6.0,4.0,8.0,2.0,2.0,8.0,7.0,8.0,6.0,4.0,8.0,5.0,1.0,6.0,4.0,7.0,8.0,7.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,Matthaeus Audas
11,Halsey,,Broader,Lucy Foster,2019-05-20,Data,31,2,1,1,6,3,2,6.0,6.0,3.0,3.0,2.0,1.0,3.0,6.0,7.0,5.0,2.0,1.0,7.0,6.0,6.0,6.0,8.0,3.0,2.0,5.0,7.0,6.0,6.0,4.0,7.0,4.0,8.0,3.0,3.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,Halsey Broader
